date,Pound sterling
21/09/2021,"1,300.60"
22/09/2021,"1,299.60"
23/09/2021,"1,273.20"
24/09/2021,"1,277.30"
27/09/2021,"1,280.80"
28/09/2021,"1,280.90"
29/09/2021,"1,294.00"
30/09/2021,"1,292.50"
01/10/2021,"1,297.80"
04/10/2021,"1,289.80"
05/10/2021,"1,286.90"
06/10/2021,"1,297.00"
07/10/2021,"1,293.50"
08/10/2021,"1,300.30"
11/10/2021,"1,289.90"
12/10/2021,"1,299.60"
13/10/2021,"1,309.80"
14/10/2021,"1,314.70"
15/10/2021,"1,287.50"
18/10/2021,"1,288.50"
19/10/2021,"1,289.70"
20/10/2021,"1,287.00"
21/10/2021,"1,287.40"
22/10/2021,"1,312.90"
25/10/2021,"1,311.10"
26/10/2021,"1,294.70"
27/10/2021,"1,309.20"
28/10/2021,"1,307.00"
29/10/2021,"1,290.60"
01/11/2021,"1,311.60"
02/11/2021,"1,315.40"
03/11/2021,"1,291.00"
04/11/2021,"1,331.20"
05/11/2021,"1,335.70"
08/11/2021,"1,343.70"
09/11/2021,"1,348.40"
10/11/2021,"1,380.00"
11/11/2021,"1,387.60"
12/11/2021,"1,389.00"
15/11/2021,"1,384.70"
16/11/2021,"1,385.30"
17/11/2021,"1,385.10"
18/11/2021,"1,380.30"
19/11/2021,"1,382.80"
22/11/2021,"1,355.30"
23/11/2021,"1,338.30"
24/11/2021,"1,336.90"
25/11/2021,"1,342.50"
26/11/2021,"1,350.30"
29/11/2021,"1,343.20"
30/11/2021,"1,363.90"
01/12/2021,"1,343.50"
02/12/2021,"1,326.30"
03/12/2021,"1,337.00"
06/12/2021,"1,343.80"
07/12/2021,"1,345.90"
08/12/2021,"1,349.70"
09/12/2021,"1,344.80"
10/12/2021,"1,345.30"
13/12/2021,"1,351.40"
14/12/2021,"1,342.60"
15/12/2021,"1,338.30"
16/12/2021,"1,347.00"
17/12/2021,"1,362.90"
20/12/2021,"1,358.70"
21/12/2021,"1,355.60"
22/12/2021,"1,343.30"
23/12/2021,"1,346.50"
24/12/2021,"1,346.00"
27/12/2021,"1,345.40"
28/12/2021,"1,344.70"
29/12/2021,"1,330.50"
30/12/2021,"1,338.00"
31/12/2021,"1,333.30"
03/01/2022,"1,342.90"
04/01/2022,"1,336.50"
05/01/2022,"1,346.20"
06/01/2022,"1,322.70"
07/01/2022,"1,320.70"
10/01/2022,"1,323.00"
11/01/2022,"1,328.00"
12/01/2022,"1,330.80"
13/01/2022,"1,325.40"
14/01/2022,"1,332.20"
17/01/2022,"1,331.80"
18/01/2022,"1,337.90"
19/01/2022,"1,340.50"
20/01/2022,"1,351.40"
21/01/2022,"1,355.70"
24/01/2022,"1,360.40"
25/01/2022,"1,369.90"
26/01/2022,"1,358.90"
27/01/2022,"1,349.10"
28/01/2022,"1,333.10"
31/01/2022,"1,338.10"
01/02/2022,"1,332.40"
02/02/2022,"1,329.60"
03/02/2022,"1,317.10"
04/02/2022,"1,333.70"
07/02/2022,"1,340.20"
08/02/2022,"1,344.70"
09/02/2022,"1,349.30"
10/02/2022,"1,347.90"
11/02/2022,"1,346.10"
14/02/2022,"1,381.10"
15/02/2022,"1,367.10"
16/02/2022,"1,371.70"
17/02/2022,"1,390.20"
18/02/2022,"1,394.00"
21/02/2022,"1,392.20"
22/02/2022,"1,397.60"
23/02/2022,"1,404.80"
24/02/2022,"1,458.40"
25/02/2022,"1,404.70"
28/02/2022,"1,423.40"
01/03/2022,"1,439.50"
02/03/2022,"1,448.50"
03/03/2022,"1,446.40"
04/03/2022,"1,471.70"
07/03/2022,"1,508.10"
08/03/2022,"1,555.30"
09/03/2022,"1,511.70"
10/03/2022,"1,520.80"
11/03/2022,"1,512.00"
14/03/2022,"1,497.60"
15/03/2022,"1,464.50"
16/03/2022,"1,460.90"
17/03/2022,"1,481.80"
18/03/2022,"1,469.90"
